,tweets,user_name,location,geo,ftokens,lemma
1201, Here we go  Covid prick of the Year contender  ,EdBnks,United Kingdom,,"['go', 'covid', 'prick', 'year', 'contender']","['go', 'covid', 'prick', 'year', 'contender']"
1202,Madeleine Albright on Covid19 Fascism and Her Dream Superhero Team ,seangraf,,,"['madeleine', 'albright', 'covid19', 'fascism', 'dream', 'superhero', 'team']","['madeleine', 'albright', 'covid19', 'fascism', 'dream', 'superhero', 'team']"
1203, Lol for  thinking we  dont c thru his bs  can beat him at anythingml because he… ,KOoneandonly,"Boston, MA",,"['lol', 'thinking', 'dont', 'c', 'thru', 'bs', 'beat', 'anythingml', 'he…']","['lol', 'think', 'dont', 'c', 'thru', 'b', 'beat', 'anythingml', 'he…']"
1204,American President Donald Trump has given his reaction after a Nigerian Doctor based in the US said that she… ,Oladinnitclay, 🇳🇬 ,,"['american', 'president', 'donald', 'trump', 'given', 'reaction', 'nigerian', 'doctor', 'based', 'us', 'said', 'she…']","['american', 'president', 'donald', 'trump', 'give', 'reaction', 'nigerian', 'doctor', 'base', 'u', 'say', 'she…']"
1205,  Gohmert may not have symptoms today and crash completely next week That is what COVID is… ,mpchc1,California - 😎,,"['gohmert', 'may', 'symptoms', 'today', 'crash', 'completely', 'next', 'week', 'covid', 'is…']","['gohmert', 'may', 'symptoms', 'today', 'crash', 'completely', 'next', 'week', 'covid', 'is…']"
1206, COVID dont fw y’all look at God,UncleKobe1,"Texas, USA",,"['covid', 'dont', 'fw', '’', 'look', 'god']","['covid', 'dont', 'fw', '’', 'look', 'god']"
1207,Woof,thejoezaza,,,['woof'],['woof']
1208,   I am voting by mail because I am over 65 at risk for covidin MO w… ,justme2andu,,,"['voting', 'mail', '65', 'risk', 'covidin', 'mo', 'w…']","['vote', 'mail', '65', 'risk', 'covidin', 'mo', 'w…']"
1209,Masks Arent Enough Dr Fauci Says People Should Probably Use Eye Shields To Protect Against COVID19  Zero Hed… ,BmoreGreenLLC,"Baltimore, MD",,"['masks', 'arent', 'enough', 'dr', 'fauci', 'says', 'people', 'probably', 'use', 'eye', 'shields', 'protect', 'covid19', 'zero', 'hed…']","['mask', 'arent', 'enough', 'dr', 'fauci', 'say', 'people', 'probably', 'use', 'eye', 'shield', 'protect', 'covid19', 'zero', 'hed…']"
1210,Unmasked and Unhinged ,jilevin,"San Jose, CA",,"['unmasked', 'unhinged']","['unmasked', 'unhinge']"
1211,I JUST WANNA BE ABLE TO TAKE MY KIDS TO THE PARK BUT NO FUCK US LETS JUST HAVE FUCKING COVID AND CONTINUE TO SPREAD IT,Samantha__Dyal,Stank ass Florida,,"['wan', 'na', 'able', 'take', 'kids', 'park', 'fuck', 'us', 'lets', 'fucking', 'covid', 'continue', 'spread']","['wan', 'na', 'able', 'take', 'kid', 'park', 'fuck', 'u', 'let', 'fuck', 'covid', 'continue', 'spread']"
1212,KSD announces that a student that attended the 700 commencement ceremony on Saturday has tested positive for COVID… ,1027FMRocks,"Kearney, MO",,"['ksd', 'announces', 'student', 'attended', '700', 'commencement', 'ceremony', 'saturday', 'tested', 'positive', 'covid…']","['ksd', 'announces', 'student', 'attend', '700', 'commencement', 'ceremony', 'saturday', 'test', 'positive', 'covid…']"
1213,Shunning masks attacking his own key expert pushing drugs that are useless calling it a hoax stating it will ‘d… ,EdnaWelthorpe2,,,"['shunning', 'masks', 'attacking', 'key', 'expert', 'pushing', 'drugs', 'useless', 'calling', 'hoax', 'stating', '‘', 'd…']","['shun', 'mask', 'attack', 'key', 'expert', 'push', 'drug', 'useless', 'call', 'hoax', 'state', '‘', 'd…']"
1214,Trump family endorses Covid doctor who believes in alien DNA demon sperm Hydroxychloroquine  NZ Herald  ,JoseLGuerra4,,,"['trump', 'family', 'endorses', 'covid', 'doctor', 'believes', 'alien', 'dna', 'demon', 'sperm', 'hydroxychloroquine', 'nz', 'herald']","['trump', 'family', 'endorse', 'covid', 'doctor', 'believe', 'alien', 'dna', 'demon', 'sperm', 'hydroxychloroquine', 'nz', 'herald']"
1215,  Right It is hard to find Covid patients,RobertBroadstr1,TEXAS,,"['right', 'hard', 'find', 'covid', 'patients']","['right', 'hard', 'find', 'covid', 'patient']"
1216, Hey Louie Say hello to Herman Cain when you get to the Covid19 ward   BTWIt looks like a barbell fell on your face,fuggetaboutit99,"Pennsylvania, USA",,"['hey', 'louie', 'say', 'hello', 'herman', 'cain', 'get', 'covid19', 'ward', 'btwit', 'looks', 'like', 'barbell', 'fell', 'face']","['hey', 'louie', 'say', 'hello', 'herman', 'cain', 'get', 'covid19', 'ward', 'btwit', 'look', 'like', 'barbell', 'fell', 'face']"
1217,Pelosi mandates masks in US House after rep tests positive for COVID19 ,springfieldnews,"Springfield, Ohio",,"['pelosi', 'mandates', 'masks', 'us', 'house', 'rep', 'tests', 'positive', 'covid19']","['pelosi', 'mandate', 'mask', 'u', 'house', 'rep', 'test', 'positive', 'covid19']"
1218, I thought you were in line for a COVID test,PhillipsOthell,"Gardendale, AL",,"['thought', 'line', 'covid', 'test']","['think', 'line', 'covid', 'test']"
1219,   Oh no COVID was just round 2 the aids have come back for round 3,BENTHEBEASTHEN,unknown,,"['oh', 'covid', 'round', '2', 'aids', 'come', 'back', 'round', '3']","['oh', 'covid', 'round', '2', 'aid', 'come', 'back', 'round', '3']"
1220, Gov I knew you from fb MA days I know in your heart youre a good man who adores Ann your boys amp… ,IntrsctnlFem,"Bronx, NY",,"['gov', 'knew', 'fb', 'days', 'know', 'heart', 'youre', 'good', 'man', 'adores', 'ann', 'boys', 'amp…']","['gov', 'know', 'fb', 'day', 'know', 'heart', 'youre', 'good', 'man', 'adore', 'ann', 'boy', 'amp…']"
1221,   Sorry are you attempting to argue from authority That’s fallacio… ,SwampWatching,,,"['sorry', 'attempting', 'argue', 'authority', '’', 'fallacio…']","['sorry', 'attempt', 'argue', 'authority', '’', 'fallacio…']"
1222,3 Lloydminster restaurants likely exposed to COVID19A person was likely infectious with COVID19 while attending… ,LittleDenene,,,"['3', 'lloydminster', 'restaurants', 'likely', 'exposed', 'covid19a', 'person', 'likely', 'infectious', 'covid19', 'attending…']","['3', 'lloydminster', 'restaurant', 'likely', 'expose', 'covid19a', 'person', 'likely', 'infectious', 'covid19', 'attending…']"
1223, You know another way not get covid Diet and exercise And a way to treat it Hydroxychloroquine ,MHDCBC,"Washington, DC",,"['know', 'another', 'way', 'get', 'covid', 'diet', 'exercise', 'way', 'treat', 'hydroxychloroquine']","['know', 'another', 'way', 'get', 'covid', 'diet', 'exercise', 'way', 'treat', 'hydroxychloroquine']"
1224,150000 Americans have died from Covid19 Heres why that staggering loss of life cant be ignored,jb26354,Somewhere near Nashville,,"['150000', 'americans', 'died', 'covid19', 'heres', 'staggering', 'loss', 'life', 'cant', 'ignored']","['150000', 'american', 'die', 'covid19', 'here', 'stagger', 'loss', 'life', 'cant', 'ignore']"
1225,just released some fire with my homie ❤️ ,thisiskoss,"Tampa, FL",,"['released', 'fire', 'homie', '❤️']","['release', 'fire', 'homie', '❤️']"
1226,BREAKING Clark County public school superintendents are universally recommending students start the new school yea… ,NewsFromCCT,"Vancouver, WA",,"['breaking', 'clark', 'county', 'public', 'school', 'superintendents', 'universally', 'recommending', 'students', 'start', 'new', 'school', 'yea…']","['break', 'clark', 'county', 'public', 'school', 'superintendent', 'universally', 'recommend', 'student', 'start', 'new', 'school', 'yea…']"
1227,  Did you even read your own article before sharing “The most recent publicized federal… ,SayItAintSter,,,"['even', 'read', 'article', 'sharing', '“', 'recent', 'publicized', 'federal…']","['even', 'read', 'article', 'share', '“', 'recent', 'publicize', 'federal…']"
1228,   a person very close to her died because of Covid19 and she was very ba… ,joshsreason,fan account ,,"['person', 'close', 'died', 'covid19', 'ba…']","['person', 'close', 'die', 'covid19', 'ba…']"
1229,Australian startup investment continues to rise in 2020 despite COVID19  Read more … ,AustCyberSecMag,,,"['australian', 'startup', 'investment', 'continues', 'rise', '2020', 'despite', 'covid19', 'read', '…']","['australian', 'startup', 'investment', 'continue', 'rise', '2020', 'despite', 'covid19', 'read', '…']"
1230,   Brawndo  it’s the COVID19 mutilator,ritterbooter,Warm part of Montana ,,"['brawndo', '’', 'covid19', 'mutilator']","['brawndo', '’', 'covid19', 'mutilator']"
1231,     The worldwide death rate right now from COVID19 is… ,DamageMean,Canada,,"['worldwide', 'death', 'rate', 'right', 'covid19', 'is…']","['worldwide', 'death', 'rate', 'right', 'covid19', 'is…']"
1232,wait do americans have to pay for a covid test,fullsunnana,🌱💜 | she/her,,"['wait', 'americans', 'pay', 'covid', 'test']","['wait', 'american', 'pay', 'covid', 'test']"
1233,  Yeah I launched my debut ‘Please Don’t Hug Me’ aptly titled for covid times with a Zoom ev… ,kaymariek,"Sunshine Coast, Queensland",,"['yeah', 'launched', 'debut', '‘', 'please', '’', 'hug', '’', 'aptly', 'titled', 'covid', 'times', 'zoom', 'ev…']","['yeah', 'launch', 'debut', '‘', 'please', '’', 'hug', '’', 'aptly', 'title', 'covid', 'time', 'zoom', 'ev…']"
1234, If I ever get covid Ill go to the station and start hacking on everything in my path,BeorthW,the hood,,"['ever', 'get', 'covid', 'ill', 'go', 'station', 'start', 'hacking', 'everything', 'path']","['ever', 'get', 'covid', 'ill', 'go', 'station', 'start', 'hack', 'everything', 'path']"
1235,    Covid and Democrat governors did that Nice try ,ProudAmericanle,,,"['covid', 'democrat', 'governors', 'nice', 'try']","['covid', 'democrat', 'governor', 'nice', 'try']"
1236,Make It Stop Madonna Endorses Trump’s ‘Demon Sperm’ COVID Doctor Stella Immanuel ,pdxprogressiveX,"Portland, OR",,"['make', 'stop', 'madonna', 'endorses', 'trump', '’', '‘', 'demon', 'sperm', '’', 'covid', 'doctor', 'stella', 'immanuel']","['make', 'stop', 'madonna', 'endorse', 'trump', '’', '‘', 'demon', 'sperm', '’', 'covid', 'doctor', 'stella', 'immanuel']"
1237,The development of a surveillancepolice state in the name of safety from Covid—and the societal response to it—is… ,SteeleDaddy,The great state of Being,,"['development', 'surveillancepolice', 'state', 'name', 'safety', 'covid—and', 'societal', 'response', 'it—is…']","['development', 'surveillancepolice', 'state', 'name', 'safety', 'covid—and', 'societal', 'response', 'it—is…']"
1238,  National MP Hamish Walker sent private Covid19 details because his judgment was impaired… ,HarrietParson14,New Zealand ,,"['national', 'mp', 'hamish', 'walker', 'sent', 'private', 'covid19', 'details', 'judgment', 'impaired…']","['national', 'mp', 'hamish', 'walker', 'send', 'private', 'covid19', 'detail', 'judgment', 'impaired…']"
1239, Lets kill covid together juice,ArtofASOIAF,Valyria ,,"['lets', 'kill', 'covid', 'together', 'juice']","['let', 'kill', 'covid', 'together', 'juice']"
1240,‘I never thought this could be me’ says local SWAT commander who survived COVID19  IT DID,KimberlyStarne7,Somewhere in Texas.,,"['‘', 'never', 'thought', 'could', '’', 'says', 'local', 'swat', 'commander', 'survived', 'covid19']","['‘', 'never', 'think', 'could', '’', 'say', 'local', 'swat', 'commander', 'survive', 'covid19']"
1241,Okay What Mysterious Unsolicited Packages Of Strange Seeds Being Received In Mail Across The Country  Don’t we… ,epiph0106,,,"['okay', 'mysterious', 'unsolicited', 'packages', 'strange', 'seeds', 'received', 'mail', 'across', 'country', '’', 'we…']","['okay', 'mysterious', 'unsolicited', 'package', 'strange', 'seed', 'receive', 'mail', 'across', 'country', '’', 'we…']"
1242,CORONAVIRUS LATEST — Florida and Texas see deadliest days since start of pandemic— New J… ,ABCWorldNews,New York,,"['coronavirus', 'latest', '—', 'florida', 'texas', 'see', 'deadliest', 'days', 'since', 'start', 'pandemic—', 'new', 'j…']","['coronavirus', 'late', '—', 'florida', 'texas', 'see', 'deadly', 'day', 'since', 'start', 'pandemic—', 'new', 'j…']"
1243,    They also want to keep us in fear so they can keep the economy in t… ,RealBenCarlisle,"Buffalo, NY",,"['also', 'want', 'keep', 'us', 'fear', 'keep', 'economy', 't…']","['also', 'want', 'keep', 'u', 'fear', 'keep', 'economy', 't…']"
1244,damn a employee from low country caught covid ,belikemaddiee,"Chicago, IL",,"['damn', 'employee', 'low', 'country', 'caught', 'covid']","['damn', 'employee', 'low', 'country', 'catch', 'covid']"
1245,Phillies expected to play Yankees next week instead of Marlins ,PhillyInquirer,"Philadelphia, PA",,"['phillies', 'expected', 'play', 'yankees', 'next', 'week', 'instead', 'marlins']","['phillies', 'expect', 'play', 'yankee', 'next', 'week', 'instead', 'marlin']"
1246,COVID would be easier to deal with if we still had Vin Scully calling Dodgers games,Morales,"Richmond, VA",,"['covid', 'would', 'easier', 'deal', 'still', 'vin', 'scully', 'calling', 'dodgers', 'games']","['covid', 'would', 'easier', 'deal', 'still', 'vin', 'scully', 'call', 'dodger', 'game']"
1247, JUST IN More than 150000 people have died in the United States from coronavirus according to th… ,angweiss,Here there and everywhere,,"['150000', 'people', 'died', 'united', 'states', 'coronavirus', 'according', 'th…']","['150000', 'people', 'die', 'united', 'state', 'coronavirus', 'accord', 'th…']"
1248,I’ve been mostly silent about Covid but it’s very frightening Lot of cases here The situation seems out of control,cliff_cannon,oz,,"['’', 'mostly', 'silent', 'covid', '’', 'frightening', 'lot', 'cases', 'situation', 'seems', 'control']","['’', 'mostly', 'silent', 'covid', '’', 'frightening', 'lot', 'case', 'situation', 'seem', 'control']"
1249,OMG 17 of Los Angeles County has now had COVID 17 since the beginning of March 17 in over 120 days 17… ,bradlybuck7,"Los Angeles, CA",,"['omg', '17', 'los', 'angeles', 'county', 'covid', '17', 'since', 'beginning', 'march', '17', '120', 'days', '17…']","['omg', '17', 'los', 'angeles', 'county', 'covid', '17', 'since', 'begin', 'march', '17', '120', 'day', '17…']"
1250,Eric Hosmer out again with non covid related illness This is the 3rd time since Friday padres,aedmondstv,"San Diego, CA",,"['eric', 'hosmer', 'non', 'covid', 'related', 'illness', '3rd', 'time', 'since', 'friday', 'padres']","['eric', 'hosmer', 'non', 'covid', 'relate', 'illness', '3rd', 'time', 'since', 'friday', 'padre']"
1251,Hot out there and hot in here ☀️ALT CAPTION Testing out my hypothesis for my research paper Do Jalapenos K… ,KgGloyne,Oklahoma,,"['hot', 'hot', '☀️alt', 'caption', 'testing', 'hypothesis', 'research', 'paper', 'jalapenos', 'k…']","['hot', 'hot', '☀️alt', 'caption', 'test', 'hypothesis', 'research', 'paper', 'jalapeno', 'k…']"
1252,Sounds like a super villain Batman vs Congressman Covid ,DamonTarver,San Jose CA,,"['sounds', 'like', 'super', 'villain', 'batman', 'vs', 'congressman', 'covid']","['sound', 'like', 'super', 'villain', 'batman', 'v', 'congressman', 'covid']"
1253,Damn   ONE HUNDRED AND SIX EVICTION HEARINGS SCHEDULED ON MONDAYConsidering your anemic response to COV… ,LipstikActivist,OPSEC Fools,,"['damn', 'one', 'hundred', 'six', 'eviction', 'hearings', 'scheduled', 'mondayconsidering', 'anemic', 'response', 'cov…']","['damn', 'one', 'hundred', 'six', 'eviction', 'hearing', 'schedule', 'mondayconsidering', 'anemic', 'response', 'cov…']"
1254,   is thankfully speaking up for our elderly and vulnerable Federal LNP w… ,Eli111111111,Australia,,"['thankfully', 'speaking', 'elderly', 'vulnerable', 'federal', 'lnp', 'w…']","['thankfully', 'speak', 'elderly', 'vulnerable', 'federal', 'lnp', 'w…']"
1255,What taxes do you owe for your COVID19 Benefits ,proliteracyCa,"Toronto, Ontario",,"['taxes', 'owe', 'covid19', 'benefits']","['tax', 'owe', 'covid19', 'benefit']"
1256,School closure was associated with a significant decline in both incidence of COVID19 and mortality ,HaynamNation,"Richfield, OH",,"['school', 'closure', 'associated', 'significant', 'decline', 'incidence', 'covid19', 'mortality']","['school', 'closure', 'associate', 'significant', 'decline', 'incidence', 'covid19', 'mortality']"
1257, Omg i am so freakn angry As a nurse working with covid patients I am sick to my stomach over this… ,Megsn67578763,,,"['omg', 'freakn', 'angry', 'nurse', 'working', 'covid', 'patients', 'sick', 'stomach', 'this…']","['omg', 'freakn', 'angry', 'nurse', 'work', 'covid', 'patient', 'sick', 'stomach', 'this…']"
1258, Mishandling ones mask can in fact increase your chances of getting CovidThat was in fact one of… ,BernardoVerda,Canada,,"['mishandling', 'ones', 'mask', 'fact', 'increase', 'chances', 'getting', 'covidthat', 'fact', 'one', 'of…']","['mishandle', 'one', 'mask', 'fact', 'increase', 'chance', 'get', 'covidthat', 'fact', 'one', 'of…']"
1259, Name a time and a place these hands would be international if the US handled the COVID crisis properl… ,LukeBanta_,"Buffalo, NY",,"['name', 'time', 'place', 'hands', 'would', 'international', 'us', 'handled', 'covid', 'crisis', 'properl…']","['name', 'time', 'place', 'hand', 'would', 'international', 'u', 'handle', 'covid', 'crisis', 'properl…']"
1260, Yet your trying to open the West Australian boarders up to allow the covid  back in  your such  hypocrite,LaurajaneLj,Australia,,"['yet', 'trying', 'open', 'west', 'australian', 'boarders', 'allow', 'covid', 'back', 'hypocrite']","['yet', 'try', 'open', 'west', 'australian', 'boarder', 'allow', 'covid', 'back', 'hypocrite']"
1261,  so if you have covid and get pneumonia and die you still died from covid bc without the co… ,callalill,,,"['covid', 'get', 'pneumonia', 'die', 'still', 'died', 'covid', 'bc', 'without', 'co…']","['covid', 'get', 'pneumonia', 'die', 'still', 'die', 'covid', 'bc', 'without', 'co…']"
1262, No fans in stadiums or venues for HS Kids need some sort of outlet My two cents I’m not an expert on Covid 19,mikeeberhart21,"Barberton, OH",,"['fans', 'stadiums', 'venues', 'hs', 'kids', 'need', 'sort', 'outlet', 'two', 'cents', '’', 'expert', 'covid', '19']","['fan', 'stadium', 'venue', 'hs', 'kid', 'need', 'sort', 'outlet', 'two', 'cent', '’', 'expert', 'covid', '19']"
1263,As if the pandemic werent terrifying enough along comes Rob Savage to mine some inventive oldschool horror from… ,clintworthing,"Chicago, IL",,"['pandemic', 'werent', 'terrifying', 'enough', 'along', 'comes', 'rob', 'savage', 'mine', 'inventive', 'oldschool', 'horror', 'from…']","['pandemic', 'werent', 'terrify', 'enough', 'along', 'come', 'rob', 'savage', 'mine', 'inventive', 'oldschool', 'horror', 'from…']"
1264,The cities in which the largest share of small businesses experienced revenue loss had the lowest share of small bu… ,BrookingsMetro,,,"['cities', 'largest', 'share', 'small', 'businesses', 'experienced', 'revenue', 'loss', 'lowest', 'share', 'small', 'bu…']","['city', 'large', 'share', 'small', 'business', 'experienced', 'revenue', 'loss', 'low', 'share', 'small', 'bu…']"
1265,This year is a NIGHTMARE At last seeing a psychologist So much denial Im pathetic Been having anxiety attacks… ,marygarden,Sunshine Coast hinterland,,"['year', 'nightmare', 'last', 'seeing', 'psychologist', 'much', 'denial', 'im', 'pathetic', 'anxiety', 'attacks…']","['year', 'nightmare', 'last', 'seeing', 'psychologist', 'much', 'denial', 'im', 'pathetic', 'anxiety', 'attacks…']"
1266, Stick to covid and budget reports Cecil 🤣,travisnewby,,,"['stick', 'covid', 'budget', 'reports', 'cecil', '🤣']","['stick', 'covid', 'budget', 'report', 'cecil', '🤣']"
1267,    BS  He has been dividing the country since day one He has… ,LalaLesleyF,Canada and America,,"['bs', 'dividing', 'country', 'since', 'day', 'one', 'has…']","['b', 'divide', 'country', 'since', 'day', 'one', 'has…']"
1268,Are there  reviews of COVID testing sites in terms of testing accuracy and speed,DyHrdMET,"NJ, USA",,"['reviews', 'covid', 'testing', 'sites', 'terms', 'testing', 'accuracy', 'speed']","['review', 'covid', 'test', 'site', 'term', 'test', 'accuracy', 'speed']"
1269,Today’s word sanguine I was trying to conjure this word to describe a COVID mood to  and it fell o… ,zoo_ruler,Melbourne.VIC.AU.Edité-Frignim,,"['today', '’', 'word', 'sanguine', 'trying', 'conjure', 'word', 'describe', 'covid', 'mood', 'fell', 'o…']","['today', '’', 'word', 'sanguine', 'try', 'conjure', 'word', 'describe', 'covid', 'mood', 'fell', 'o…']"
1270,CoronaInfoCH COVID19 corona canada Young people behind spike in CO,covidnewsCH,Switzerland,,"['coronainfoch', 'covid19', 'corona', 'canada', 'young', 'people', 'behind', 'spike', 'co']","['coronainfoch', 'covid19', 'corona', 'canada', 'young', 'people', 'behind', 'spike', 'co']"
1271,Do we need to make videos of covid victims falling from burning buildings Will that make people care,deadwisdom,"Chicago, IL",,"['need', 'make', 'videos', 'covid', 'victims', 'falling', 'burning', 'buildings', 'make', 'people', 'care']","['need', 'make', 'videos', 'covid', 'victim', 'fall', 'burn', 'building', 'make', 'people', 'care']"
1272,At tomorrows CupertinoSunnyvale District Virtual Tour Meeting Moise Nahouraii broker owner of Referral Realty i… ,silvarrealtors,"10040 Bubb Road, Cupertino, CA",,"['tomorrows', 'cupertinosunnyvale', 'district', 'virtual', 'tour', 'meeting', 'moise', 'nahouraii', 'broker', 'owner', 'referral', 'realty', 'i…']","['tomorrow', 'cupertinosunnyvale', 'district', 'virtual', 'tour', 'meeting', 'moise', 'nahouraii', 'broker', 'owner', 'referral', 'realty', 'i…']"
1273, Where are our testsAsking for a countryAmazing you have NOTHING better to do but sit around and bi… ,Not_Exonerated,"Providence, RI",,"['testsasking', 'countryamazing', 'nothing', 'better', 'sit', 'around', 'bi…']","['testsasking', 'countryamazing', 'nothing', 'well', 'sit', 'around', 'bi…']"
1274, Covid and Carona Two awful diseases with the same RNA,carla1968b,Ohio ,,"['covid', 'carona', 'two', 'awful', 'diseases', 'rna']","['covid', 'carona', 'two', 'awful', 'disease', 'rna']"
1275,    Me neither I’m hoping it was a trap and he gets thrown un… ,Cheri_Kentucky,,,"['neither', '’', 'hoping', 'trap', 'gets', 'thrown', 'un…']","['neither', '’', 'hop', 'trap', 'get', 'thrown', 'un…']"
1276,The La Crosse County Health Department has been informing the public on COVID19 for months now One tool they use… ,WEAU13News,"Eau Claire, WI",,"['la', 'crosse', 'county', 'health', 'department', 'informing', 'public', 'covid19', 'months', 'one', 'tool', 'use…']","['la', 'crosse', 'county', 'health', 'department', 'inform', 'public', 'covid19', 'month', 'one', 'tool', 'use…']"
1277,  They are actually calling the doctors and asking why this medication is being prescrib… ,lindy0208,,,"['actually', 'calling', 'doctors', 'asking', 'medication', 'prescrib…']","['actually', 'call', 'doctor', 'ask', 'medication', 'prescrib…']"
1278, I dont want to tell you how to do your jobs but you got a guy running one of your universities who t… ,Ditchwalk,,,"['dont', 'want', 'tell', 'jobs', 'got', 'guy', 'running', 'one', 'universities', 't…']","['dont', 'want', 'tell', 'job', 'get', 'guy', 'run', 'one', 'university', 't…']"
1279,This decision has been made in consultation with scientific and medical experts with the goal of delivering our qua… ,NAUPresident,"Flagstaff, AZ",,"['decision', 'made', 'consultation', 'scientific', 'medical', 'experts', 'goal', 'delivering', 'qua…']","['decision', 'make', 'consultation', 'scientific', 'medical', 'expert', 'goal', 'deliver', 'qua…']"
1280, Wait If Covid19 isnt real then why is the US going not going to be around soon Whats going to happen to it ,cool_mom_2_,New Jersey,,"['wait', 'covid19', 'isnt', 'real', 'us', 'going', 'going', 'around', 'soon', 'whats', 'going', 'happen']","['wait', 'covid19', 'isnt', 'real', 'u', 'go', 'go', 'around', 'soon', 'whats', 'go', 'happen']"
1281,More children testing positive for COVID19 spikes more than 100 in some parts of west Tennessee  via ,EndGameWW3,America,,"['children', 'testing', 'positive', 'covid19', 'spikes', '100', 'parts', 'west', 'tennessee', 'via']","['child', 'test', 'positive', 'covid19', 'spike', '100', 'part', 'west', 'tennessee', 'via']"
1282,VOLUNTEERS NEEDED Blair County officials say contact tracing is a key step in limiting the spread of COVID19 The… ,WJACTV,West-Central Pennsylvania,,"['volunteers', 'needed', 'blair', 'county', 'officials', 'say', 'contact', 'tracing', 'key', 'step', 'limiting', 'spread', 'covid19', 'the…']","['volunteer', 'need', 'blair', 'county', 'official', 'say', 'contact', 'trace', 'key', 'step', 'limit', 'spread', 'covid19', 'the…']"
1283,The first dog to test positive for coronavirus in the US has died via  ,SuzanneinLGB,So Cal,,"['first', 'dog', 'test', 'positive', 'coronavirus', 'us', 'died', 'via']","['first', 'dog', 'test', 'positive', 'coronavirus', 'u', 'die', 'via']"
1284,     It speaks of the difficulties that physicians had i… ,stretchmac85,,,"['speaks', 'difficulties', 'physicians', 'i…']","['speaks', 'difficulty', 'physician', 'i…']"
1285,Covid free FuckYouCovid StillWearAMask Covid19 ,MURDAG713,,,"['covid', 'free', 'fuckyoucovid', 'stillwearamask', 'covid19']","['covid', 'free', 'fuckyoucovid', 'stillwearamask', 'covid19']"
1286,WE NEED YOUR HELP  Brave Frontline COVID Doc Stella Immanuel Asks Patients Who Have Been Cured by HCQ to Speak U… ,StevenBoone2007,"Milford, OH",,"['need', 'help', 'brave', 'frontline', 'covid', 'doc', 'stella', 'immanuel', 'asks', 'patients', 'cured', 'hcq', 'speak', 'u…']","['need', 'help', 'brave', 'frontline', 'covid', 'doc', 'stella', 'immanuel', 'ask', 'patient', 'cure', 'hcq', 'speak', 'u…']"
1287,  Yes answer these questions I think you should answer them Is Trump fit to be… ,Pamela_Wa,"Seattle, WA",,"['yes', 'answer', 'questions', 'think', 'answer', 'trump', 'fit', 'be…']","['yes', 'answer', 'question', 'think', 'answer', 'trump', 'fit', 'be…']"
1288,For backdrop I was one of about 200 examinees in the Exposition Center at the North Carolina State Fairgrounds Co… ,COVIDNCBarExam,,,"['backdrop', 'one', '200', 'examinees', 'exposition', 'center', 'north', 'carolina', 'state', 'fairgrounds', 'co…']","['backdrop', 'one', '200', 'examinee', 'exposition', 'center', 'north', 'carolina', 'state', 'fairground', 'co…']"
1289, Since plussyKnight’s death I been donating money to Charity for COVID  I don’t want anyone died to COVID19,Makoto33280131,,,"['since', 'plussyknight', '’', 'death', 'donating', 'money', 'charity', 'covid', '’', 'want', 'anyone', 'died', 'covid19']","['since', 'plussyknight', '’', 'death', 'donate', 'money', 'charity', 'covid', '’', 'want', 'anyone', 'die', 'covid19']"
1290,This is one thing that Moscow Mitch has said that makes sense to me there is no reason that a COVID19 bill should… ,idrealist1,,,"['one', 'thing', 'moscow', 'mitch', 'said', 'makes', 'sense', 'reason', 'covid19', 'bill', 'should…']","['one', 'thing', 'moscow', 'mitch', 'say', 'make', 'sense', 'reason', 'covid19', 'bill', 'should…']"
1291,And just to let y’all know I’m stacking all covid but when it’s done u niggaz gotta see me,moneybagboro,,,"['let', '’', 'know', '’', 'stacking', 'covid', '’', 'done', 'u', 'niggaz', 'got', 'ta', 'see']","['let', '’', 'know', '’', 'stack', 'covid', '’', 'do', 'u', 'niggaz', 'get', 'ta', 'see']"
1292, This was months ago pre Covid,johnnymags,United States,,"['months', 'ago', 'pre', 'covid']","['month', 'ago', 'pre', 'covid']"
1293,This is the only proof you need to know the  are intentionally genocidingmurdering the elderly and their weapo… ,REMOVEGOP,,,"['proof', 'need', 'know', 'intentionally', 'genocidingmurdering', 'elderly', 'weapo…']","['proof', 'need', 'know', 'intentionally', 'genocidingmurdering', 'elderly', 'weapo…']"
1294,Guys  I finally found the whiny email I sent requesting an interview with Albertas Health Minister early in th… ,JenLeeCBC,"Calgary, Alberta",,"['guys', 'finally', 'found', 'whiny', 'email', 'sent', 'requesting', 'interview', 'albertas', 'health', 'minister', 'early', 'th…']","['guy', 'finally', 'find', 'whiny', 'email', 'send', 'request', 'interview', 'alberta', 'health', 'minister', 'early', 'th…']"
1295, Quoted as saying hed wear a mask after catching covid being on a par with sleeping around and weari… ,daveGTarmitage,"Newmarket, England",,"['quoted', 'saying', 'hed', 'wear', 'mask', 'catching', 'covid', 'par', 'sleeping', 'around', 'weari…']","['quote', 'say', 'hed', 'wear', 'mask', 'catch', 'covid', 'par', 'sleep', 'around', 'weari…']"
