,tweets,user_name,location,geo,ftokens,lemma
2333, Still about half directly attributed to your disastrous executive order to turf COVID cases to facilities you failed to support,wcpotter,"East Windsor, NJ",,"['still', 'half', 'directly', 'attributed', 'disastrous', 'executive', 'order', 'turf', 'covid', 'cases', 'facilities', 'failed', 'support']","['still', 'half', 'directly', 'attribute', 'disastrous', 'executive', 'order', 'turf', 'covid', 'case', 'facility', 'fail', 'support']"
2334, Go KarlSometimes the only way to treat selfish idiots who watch TV shows and think they know better… ,Time2Talk6,"Sydney, Australia",,"['go', 'karlsometimes', 'way', 'treat', 'selfish', 'idiots', 'watch', 'tv', 'shows', 'think', 'know', 'better…']","['go', 'karlsometimes', 'way', 'treat', 'selfish', 'idiot', 'watch', 'tv', 'show', 'think', 'know', 'better…']"
2335,Every country in the world is on the uptic from Covid  but thanks thanks to tweedle dee trump  America is still l… ,jerryyvonne,Tn,,"['every', 'country', 'world', 'uptic', 'covid', 'thanks', 'thanks', 'tweedle', 'dee', 'trump', 'america', 'still', 'l…']","['every', 'country', 'world', 'uptic', 'covid', 'thanks', 'thanks', 'tweedle', 'dee', 'trump', 'america', 'still', 'l…']"
2336,Coronacastwith Norman Swan Tegan TaylorOn Tuesday night program they told listeners Victorias Covid 19 second… ,gotchajusticep1,Gold Coast Queensland ,,"['coronacastwith', 'norman', 'swan', 'tegan', 'tayloron', 'tuesday', 'night', 'program', 'told', 'listeners', 'victorias', 'covid', '19', 'second…']","['coronacastwith', 'norman', 'swan', 'tegan', 'tayloron', 'tuesday', 'night', 'program', 'tell', 'listener', 'victorias', 'covid', '19', 'second…']"
2337,  reincarnation of contagious Gorbachev like COVID19  ,iryna24877681,"Randolph, NJ",,"['reincarnation', 'contagious', 'gorbachev', 'like', 'covid19']","['reincarnation', 'contagious', 'gorbachev', 'like', 'covid19']"
2338,       … ,nevancik1,,,['…'],['…']
2339,  Great to have you in Texas Covid capital of the world give Congressman Gohmert a big hug a… ,liefthelucky1,,,"['great', 'texas', 'covid', 'capital', 'world', 'give', 'congressman', 'gohmert', 'big', 'hug', 'a…']","['great', 'texas', 'covid', 'capital', 'world', 'give', 'congressman', 'gohmert', 'big', 'hug', 'a…']"
2340, Stella Immanuel MD is a primary care physician who runs an urgent care and pediatric clinic and als… ,mizibak,,,"['stella', 'immanuel', 'md', 'primary', 'care', 'physician', 'runs', 'urgent', 'care', 'pediatric', 'clinic', 'als…']","['stella', 'immanuel', 'md', 'primary', 'care', 'physician', 'run', 'urgent', 'care', 'pediatric', 'clinic', 'als…']"
2341, Remorse was the wrong word sorry i meant to find a word that meant having people make tweets and vide… ,Chad18590779,,,"['remorse', 'wrong', 'word', 'sorry', 'meant', 'find', 'word', 'meant', 'people', 'make', 'tweets', 'vide…']","['remorse', 'wrong', 'word', 'sorry', 'mean', 'find', 'word', 'meant', 'people', 'make', 'tweet', 'vide…']"
2342,  JOSH IT’S SO IMPORTANTa person very close to her died because of Covid19 and she was… ,joshsreason,fan account ,,"['josh', '’', 'importanta', 'person', 'close', 'died', 'covid19', 'was…']","['josh', '’', 'importanta', 'person', 'close', 'die', 'covid19', 'was…']"
2343,HiThe poor kids are suffering with hunger during this pandemic COVID19 they are looking for food and some… ,sampathi7671,"Hyderabad, India",,"['hithe', 'poor', 'kids', 'suffering', 'hunger', 'pandemic', 'covid19', 'looking', 'food', 'some…']","['hithe', 'poor', 'kid', 'suffer', 'hunger', 'pandemic', 'covid19', 'look', 'food', 'some…']"
2344,  I am not confident there IS a legit medical consensus Many studies were cancelled after a… ,LexWatterson2,"South Jordan, UT",,"['confident', 'legit', 'medical', 'consensus', 'many', 'studies', 'cancelled', 'a…']","['confident', 'legit', 'medical', 'consensus', 'many', 'study', 'cancel', 'a…']"
2345,Heal is offering 39 telemedicine appointments to uninsured people in CA through August Use code SAFECA2020 at ch… ,UnionCityCA_Gov,"Union City, CA",,"['heal', 'offering', '39', 'telemedicine', 'appointments', 'uninsured', 'people', 'ca', 'august', 'use', 'code', 'safeca2020', 'ch…']","['heal', 'offer', '39', 'telemedicine', 'appointment', 'uninsured', 'people', 'ca', 'august', 'use', 'code', 'safeca2020', 'ch…']"
2346,  google translate will work just fine 100M deaths globally from lockdowns alone is quite c… ,Hocuspocuskek,"Boston, MA",,"['google', 'translate', 'work', 'fine', '100m', 'deaths', 'globally', 'lockdowns', 'alone', 'quite', 'c…']","['google', 'translate', 'work', 'fine', '100m', 'death', 'globally', 'lockdowns', 'alone', 'quite', 'c…']"
2347,this is merely a comment on a thought process not on the facts andor fables of covidjust as a footnote,crixacus,Switzerland,,"['merely', 'comment', 'thought', 'process', 'facts', 'andor', 'fables', 'covidjust', 'footnote']","['merely', 'comment', 'thought', 'process', 'fact', 'andor', 'fable', 'covidjust', 'footnote']"
2348,Paraphrasing my text with my baby sister concerned about sending my niece back to school TV news sensationalizes… ,austinchase,United States,,"['paraphrasing', 'text', 'baby', 'sister', 'concerned', 'sending', 'niece', 'back', 'school', 'tv', 'news', 'sensationalizes…']","['paraphrase', 'text', 'baby', 'sister', 'concern', 'send', 'niece', 'back', 'school', 'tv', 'news', 'sensationalizes…']"
2349,Permitting overthecounter OTC use of hydroxychloroquine HCQ to protect against COVID19 under an emergency EO… ,Kenneth99339992,United States,,"['permitting', 'overthecounter', 'otc', 'use', 'hydroxychloroquine', 'hcq', 'protect', 'covid19', 'emergency', 'eo…']","['permit', 'overthecounter', 'otc', 'use', 'hydroxychloroquine', 'hcq', 'protect', 'covid19', 'emergency', 'eo…']"
2350,Yesterday was our final runner for the 20192020 racing season we had our best year on the Metropolitan circuit wit… ,haydon_racing,"Sunshine Coast, Queensland","{'type': 'Point', 'coordinates': [-26.80828, 152.97206]}","['yesterday', 'final', 'runner', '20192020', 'racing', 'season', 'best', 'year', 'metropolitan', 'circuit', 'wit…']","['yesterday', 'final', 'runner', '20192020', 'racing', 'season', 'best', 'year', 'metropolitan', 'circuit', 'wit…']"
2351,me and paige just talked to a man who had a “covid isn’t real” sign then he left his SWEAT on the window of MY NEW CAR,kaylaaahamilton,"Athens, Greece",,"['paige', 'talked', 'man', '“', 'covid', '’', 'real', '”', 'sign', 'left', 'sweat', 'window', 'new', 'car']","['paige', 'talk', 'man', '“', 'covid', '’', 'real', '”', 'sign', 'leave', 'sweat', 'window', 'new', 'car']"
2352,Man I’m tired of talkin about COVID the only thing I wanna talk about is FOOTBALL and what’s the next play we’re runnin ,jollyrancher707,"Katy, TX",,"['man', '’', 'tired', 'talkin', 'covid', 'thing', 'wan', 'na', 'talk', 'football', '’', 'next', 'play', '’', 'runnin']","['man', '’', 'tire', 'talkin', 'covid', 'thing', 'wan', 'na', 'talk', 'football', '’', 'next', 'play', '’', 'runnin']"
2353,There will not be the normal placebo trials over years to confirm good results for the new Covid vaccinesEarly tr… ,ShamanicNights,"Devon, UK",,"['normal', 'placebo', 'trials', 'years', 'confirm', 'good', 'results', 'new', 'covid', 'vaccinesearly', 'tr…']","['normal', 'placebo', 'trial', 'year', 'confirm', 'good', 'result', 'new', 'covid', 'vaccinesearly', 'tr…']"
2354,State Football information and guidelines ,cityhighfb1,"Iowa City, IA",,"['state', 'football', 'information', 'guidelines']","['state', 'football', 'information', 'guideline']"
2355, Id like to see that experiment done in several cities of the same size and population density as… ,MekoleMmbembe,,,"['id', 'like', 'see', 'experiment', 'done', 'several', 'cities', 'size', 'population', 'density', 'as…']","['id', 'like', 'see', 'experiment', 'do', 'several', 'city', 'size', 'population', 'density', 'as…']"
2356,What if COVID19 really required 65 feet and we’ve been doing it all wrong,GiftedTrav,"Glendale, CA",,"['covid19', 'really', 'required', '65', 'feet', '’', 'wrong']","['covid19', 'really', 'require', '65', 'foot', '’', 'wrong']"
2357,What if super COVID22 comes out and we have to reprogram ourselves to 8 feet ,GiftedTrav,"Glendale, CA",,"['super', 'covid22', 'comes', 'reprogram', '8', 'feet']","['super', 'covid22', 'come', 'reprogram', '8', 'foot']"
2358, Also of those 150000 95 are above the age of 50 And at least 13 of those were from the nursing… ,michaelr0bert,,,"['also', '150000', '95', 'age', '50', 'least', '13', 'nursing…']","['also', '150000', '95', 'age', '50', 'least', '13', 'nursing…']"
2359,Yeaaa My free weights have arrived Good bye covid gym ,niteowlOOOO,United States,,"['yeaaa', 'free', 'weights', 'arrived', 'good', 'bye', 'covid', 'gym']","['yeaaa', 'free', 'weight', 'arrive', 'good', 'bye', 'covid', 'gym']"
2360,Vikings put three more on COVID19 list  sports feedly,TheReal_KDubb,"LA,Houston, NYC, ATL,Tampa",,"['vikings', 'put', 'three', 'covid19', 'list', 'sports', 'feedly']","['viking', 'put', 'three', 'covid19', 'list', 'sport', 'feedly']"
2361,Shit bout to be wild when ppl find out a whole empire was created during covid ,Dmuzicman,In the lab,,"['shit', 'bout', 'wild', 'ppl', 'find', 'whole', 'empire', 'created', 'covid']","['shit', 'bout', 'wild', 'ppl', 'find', 'whole', 'empire', 'create', 'covid']"
2362, Trump IS COVID19,r_graus,,,"['trump', 'covid19']","['trump', 'covid19']"
2363, that’s so messed up I really hope this situation doesn’t scare the community out of coming together li… ,TechyTago_o,,,"['’', 'messed', 'really', 'hope', 'situation', '’', 'scare', 'community', 'coming', 'together', 'li…']","['’', 'mess', 'really', 'hope', 'situation', '’', 'scare', 'community', 'come', 'together', 'li…']"
2364,  We actually used to have our camera on every mtg and then we got covid and now it’s just… ,JustlOVEKATE,,,"['actually', 'used', 'camera', 'every', 'mtg', 'got', 'covid', '’', 'just…']","['actually', 'use', 'camera', 'every', 'mtg', 'get', 'covid', '’', 'just…']"
2365,⁦⁩ Yer a waste Bill Gates Slow Turnaround of COVID19 Tests Makes Them A Complete Waste ,Butchbibbly,,,"['\u2066\u2069', 'yer', 'waste', 'bill', 'gates', 'slow', 'turnaround', 'covid19', 'tests', 'makes', 'complete', 'waste']","['\u2066\u2069', 'yer', 'waste', 'bill', 'gate', 'slow', 'turnaround', 'covid19', 'test', 'make', 'complete', 'waste']"
2366, the bat emojis Turned into haha we know who started covid dummy bat eaters haha chinese,m4rylouise,she/her 16 ♡ ,,"['bat', 'emojis', 'turned', 'haha', 'know', 'started', 'covid', 'dummy', 'bat', 'eaters', 'haha', 'chinese']","['bat', 'emojis', 'turn', 'haha', 'know', 'start', 'covid', 'dummy', 'bat', 'eater', 'haha', 'chinese']"
2367,i guess COVID is magicalit can skip over you when your protestinghuh interesting,markie123567,,,"['guess', 'covid', 'magicalit', 'skip', 'protestinghuh', 'interesting']","['guess', 'covid', 'magicalit', 'skip', 'protestinghuh', 'interest']"
2368,Learn about Stella GwandikuAmbe Immanuel and her false and dangerous medical advice and cures for COVID19 ,korebabs,Ibadan,,"['learn', 'stella', 'gwandikuambe', 'immanuel', 'false', 'dangerous', 'medical', 'advice', 'cures', 'covid19']","['learn', 'stella', 'gwandikuambe', 'immanuel', 'false', 'dangerous', 'medical', 'advice', 'cure', 'covid19']"
2369,Found out yesterday that one of my beloved partners tested positive for COVID That hit too close to home Havent… ,Glamazontyomi,"Hyde Park, Chicago",,"['found', 'yesterday', 'one', 'beloved', 'partners', 'tested', 'positive', 'covid', 'hit', 'close', 'home', 'havent…']","['find', 'yesterday', 'one', 'beloved', 'partner', 'test', 'positive', 'covid', 'hit', 'close', 'home', 'havent…']"
2370, Hello covid 19  should be your priority,jab19913,,,"['hello', 'covid', '19', 'priority']","['hello', 'covid', '19', 'priority']"
2371,The Key to Defeating COVID19 Already Exists We Need to Start Using It  Opinion ,Narddoggity,"Libertyville, IL",,"['key', 'defeating', 'covid19', 'already', 'exists', 'need', 'start', 'using', 'opinion']","['key', 'defeat', 'covid19', 'already', 'exist', 'need', 'start', 'use', 'opinion']"
2372,Lies these jobs will be gone anyway Trumps Covid plan will have killed that many by then ,jamerghrs,"Missouri, USA",,"['lies', 'jobs', 'gone', 'anyway', 'trumps', 'covid', 'plan', 'killed', 'many']","['lie', 'job', 'go', 'anyway', 'trump', 'covid', 'plan', 'kill', 'many']"
2373,US man blows COVID19 relief funds on Lamborghini dates resorts ,NewshubNZ,New Zealand,,"['us', 'man', 'blows', 'covid19', 'relief', 'funds', 'lamborghini', 'dates', 'resorts']","['u', 'man', 'blow', 'covid19', 'relief', 'fund', 'lamborghini', 'date', 'resort']"
2374, Is that Mr Limey Best be careful You can make home made COVID cure with him,caton_connie,GODS GOVERNMENT ON EARTH,,"['mr', 'limey', 'best', 'careful', 'make', 'home', 'made', 'covid', 'cure']","['mr', 'limey', 'best', 'careful', 'make', 'home', 'make', 'covid', 'cure']"
2375,China Destroyed COVID19 Evidence Says Doctor Who Investigated Wuhan Cases  via ,perryblair59,,,"['china', 'destroyed', 'covid19', 'evidence', 'says', 'doctor', 'investigated', 'wuhan', 'cases', 'via']","['china', 'destroy', 'covid19', 'evidence', 'say', 'doctor', 'investigate', 'wuhan', 'case', 'via']"
2376,NFL players can be fined for church attendance under leagues COVID19 policy ,maryea2,Washington,,"['nfl', 'players', 'fined', 'church', 'attendance', 'leagues', 'covid19', 'policy']","['nfl', 'player', 'fin', 'church', 'attendance', 'league', 'covid19', 'policy']"
2377,Cheap rapid tests may be the help Florida needs to fight COVID  Miami Herald ,KBChamber,"Key Biscayne, FL",,"['cheap', 'rapid', 'tests', 'may', 'help', 'florida', 'needs', 'fight', 'covid', 'miami', 'herald']","['cheap', 'rapid', 'test', 'may', 'help', 'florida', 'need', 'fight', 'covid', 'miami', 'herald']"
2378,Shame on this County There will be a Point where Good PPL will revolt against this,jakesCove_US,"New Mexico, USA",,"['shame', 'county', 'point', 'good', 'ppl', 'revolt']","['shame', 'county', 'point', 'good', 'ppl', 'revolt']"
2379,SmallBusiness News Highlights for July 29  DOL says exempt employees will not lose status during pandemic Bu… ,Zenefits,San Francisco,,"['smallbusiness', 'news', 'highlights', 'july', '29', 'dol', 'says', 'exempt', 'employees', 'lose', 'status', 'pandemic', 'bu…']","['smallbusiness', 'news', 'highlight', 'july', '29', 'dol', 'say', 'exempt', 'employee', 'lose', 'status', 'pandemic', 'bu…']"
2380, ⬇️ Sr Margaret for the prayers my daughter results came back negative for the Covid 19 Thank you so mu… ,mariseldaguzman,,,"['⬇️', 'sr', 'margaret', 'prayers', 'daughter', 'results', 'came', 'back', 'negative', 'covid', '19', 'thank', 'mu…']","['⬇️', 'sr', 'margaret', 'prayer', 'daughter', 'result', 'come', 'back', 'negative', 'covid', '19', 'thank', 'mu…']"
2381,Iran’s president Hassan Rouhani said that as many as 25 million Iranians nearly 13rd of the population have be… ,wetaber,"Des Moines, Iowa USA",,"['iran', '’', 'president', 'hassan', 'rouhani', 'said', 'many', '25', 'million', 'iranians', 'nearly', '13rd', 'population', 'be…']","['iran', '’', 'president', 'hassan', 'rouhani', 'say', 'many', '25', 'million', 'iranian', 'nearly', '13rd', 'population', 'be…']"
2382,  The CDC itself will show you that hundreds of thousands die every year from the flu worldwide A… ,CFox131313,,,"['cdc', 'show', 'hundreds', 'thousands', 'die', 'every', 'year', 'flu', 'worldwide', 'a…']","['cdc', 'show', 'hundreds', 'thousand', 'die', 'every', 'year', 'flu', 'worldwide', 'a…']"
2383,Opinion My mother died of COVID Gov Abbott is invited to the funeral Covid19  AbbottKillsTexas,mrssqueak,Everywhere,,"['opinion', 'mother', 'died', 'covid', 'gov', 'abbott', 'invited', 'funeral', 'covid19', 'abbottkillstexas']","['opinion', 'mother', 'die', 'covid', 'gov', 'abbott', 'invite', 'funeral', 'covid19', 'abbottkillstexas']"
2384, I just found out dancing is prohibited where I live as a covid precaution  It makes me wanna dance all the more,CatholicYukon,"Whitehorse, Yukon 🇨🇦",,"['found', 'dancing', 'prohibited', 'live', 'covid', 'precaution', 'makes', 'wan', 'na', 'dance']","['find', 'dance', 'prohibited', 'live', 'covid', 'precaution', 'make', 'wan', 'na', 'dance']"
